transactionAmount,dateTimeTransaction,merchantCategoryCode,acquiringInstitutionCode,cardAcceptorId,cardBalance,channel,transactionOrigin,transactionType,entityId,latitude,longitude
41211.68,1683442550,3649,3200,2085447,30070.67,POS,Order,Subscription,RWUDGJ6LC3,25.704535,113.956275
7477.52,1693963346,7062,7900,8153606,4078.83,ATM,App,Order,RWUDGJ6LC3,-3.7580937,102.7942473
61529.81,1693532817,4757,3491,1643246,61740.18,PHONE,On-Site,Order,RWUDGJ6LC3,-0.7241012,103.2086442
24144,1686903963,4808,4848,5844148,73302.17,POS,ECOM,ECOM,EKCZSH8MA5,-8.3081,113.4586
10554.27,1691400483,8874,4847,609676,71959.08,POS,App,Subscription,XYBTQO2NP7,-6.9561332,110.2498957
42329.49,1702205801,6529,3607,986614,6763.11,PHONE,App,ECOM,PMXLSZ4QR1,37.08828,79.855399
72705.65,1694794833,3745,1360,6207094,92404.93,POS,App,Payment Withdrawal,PMXLSZ4QR1,51.341066,21.063409
52858.06,1706036932,3797,5050,1473006,52845.9,ATM,Order,Payment Withdrawal,OTYJVD5UH6,37.1017088,70.5552362
67694.11,1708555706,387,5668,4235603,46161.83,ATM,App,ECOM,EKCZSH8MA5,28.065079,116.640263
49025.99,1695776533,6654,9206,8291546,42755.97,POS,ECOM,Order,HNKFAI9VE2,-7.2578991,107.8632023
23492.07,1711285490,6395,856,3923816,89850.69,ECOM,Website,Payment Withdrawal,RWUDGJ6LC3,59.8425242,17.5656915
68817.54,1701087478,2365,5494,9859430,29914.75,MOBILE,ECOM,Subscription,RWUDGJ6LC3,47.1792078,9.5678116
60176.87,1682491089,4229,2640,1983501,86099.78,POS,App,Payment Withdrawal,PMXLSZ4QR1,51.9886098,81.8433417
21355.92,1702290815,1966,6616,3945558,68024.7,ATM,Website,Payment Withdrawal,RWUDGJ6LC3,27.218444,116.525725
32908.15,1710275606,7853,877,7285080,43376.44,MOBILE,Website,Payment Withdrawal,OTYJVD5UH6,-32.9761161,-60.6550859
36980.63,1693989013,987,8029,6616101,89004.42,ECOM,App,Order,PMXLSZ4QR1,48.892701,2.233089
75503.09,1683083328,7683,9664,1607118,46683.4,MOBILE,ECOM,Payment Withdrawal,RWUDGJ6LC3,-8.4183633,118.616207
66234.48,1711922670,1443,3741,5185014,13224.12,ATM,App,Payment Withdrawal,OTYJVD5UH6,22.948016,113.366904
48169.83,1711633820,6005,284,4539948,56600.02,POS,On-Site,Subscription,RWUDGJ6LC3,50.8075698,21.8528832
78957.92,1683099870,7067,5248,5575699,26949.14,ECOM,Order,Order,OTYJVD5UH6,40.9863643,45.3666914
45028.46,1685444789,6752,9278,7051142,41537.53,WEB,On-Site,Payment Withdrawal,PMXLSZ4QR1,48.3276506,40.2709899
43091.1,1703964174,4,4379,681261,7336.76,PHONE,Website,Order,OTYJVD5UH6,49.80941,24.901371
72.01,1689568262,3214,9413,2310267,62477.71,POS,App,Payment Withdrawal,RWUDGJ6LC3,30.630173,120.565098
15746.29,1684444470,8626,5441,4546885,91778.97,ATM,App,Payment Withdrawal,EKCZSH8MA5,43.2370452,23.1251092
83962.24,1690227674,95,4458,5088880,38573.21,POS,App,ECOM,HNKFAI9VE2,34.4045029,132.5485088
71501.69,1689424824,626,4496,8766539,35289.25,MOBILE,Order,Order,XYBTQO2NP7,39.9167763,-7.4517472
15084.08,1710304790,1616,6262,7516416,50960.39,ECOM,Website,Subscription,EKCZSH8MA5,15.2113128,120.0278872
84330.36,1705950034,7339,977,1401941,19947.74,POS,On-Site,Subscription,RWUDGJ6LC3,31.23285,121.467218
91654.07,1691059685,881,9832,5692463,12783.71,WEB,ECOM,ECOM,PMXLSZ4QR1,16.1779407,119.8572781
32220.84,1704519332,1768,3574,1275633,76398.42,ECOM,ECOM,ECOM,RWUDGJ6LC3,14.5665991,121.0022623
59519.17,1682365774,7569,2155,5827309,44255.36,MOBILE,Website,Purchase,PMXLSZ4QR1,-6.1671806,106.8340622
20373.17,1680802598,8663,5306,6950425,78658.51,WEB,Order,Subscription,PMXLSZ4QR1,22.972973,113.561495
72390,1703211159,6065,9109,1932994,96305.63,ATM,ECOM,Order,HNKFAI9VE2,-3.2191864,40.1168906
92911.95,1702912675,3407,3473,2717656,42702.59,MOBILE,ECOM,Payment Withdrawal,HNKFAI9VE2,-15.6093293,-72.0896229
33258.71,1700455741,2247,6230,559403,22734.7,POS,Order,Subscription,HNKFAI9VE2,-13.5,48.86667
89174.99,1707534615,5536,6941,152607,74088.46,POS,Order,Subscription,EKCZSH8MA5,23.364295,116.700277
97871.74,1686183555,3260,9155,7140469,69585.9,ATM,App,Payment Withdrawal,RWUDGJ6LC3,13.8345621,121.3967768
56226.93,1698394139,7185,3522,4981501,51886.95,ECOM,Order,Purchase,PMXLSZ4QR1,29.185721,117.468181
18424.73,1702728644,4616,3438,2029629,70965.29,MOBILE,Website,Order,RWUDGJ6LC3,26.207631,113.767529
69446.65,1711677497,6228,8548,9926971,1331.24,PHONE,ECOM,Purchase,OTYJVD5UH6,32.709243,116.722615
42295.54,1689753516,1641,542,9352836,84679.85,POS,Order,Order,RWUDGJ6LC3,35.1612182,-5.2632201
56059.16,1696284369,2736,322,2198851,39519.67,WEB,Website,Payment Withdrawal,PMXLSZ4QR1,6.6683194,124.7082395
57269.28,1698069584,7043,4167,5123540,84734.99,POS,Order,Payment Withdrawal,OTYJVD5UH6,50.8290179,12.872972
2115,1686690607,1282,2991,6011398,43056.93,ECOM,Website,Subscription,XYBTQO2NP7,40.4304275,50.0347608
82402.77,1687568729,9490,7470,8994410,96187.69,MOBILE,ECOM,Subscription,XYBTQO2NP7,36.6850384,117.0714935
80617.65,1685448676,4,2961,852306,11768.23,PHONE,App,Subscription,RWUDGJ6LC3,10.5534497,34.2824429
59057.71,1711742758,1417,1083,1226338,7164.38,POS,ECOM,Payment Withdrawal,RWUDGJ6LC3,50.3700968,13.794744
95843.13,1683947482,5469,4867,2294999,28565.08,POS,ECOM,ECOM,PMXLSZ4QR1,37.327838,23.1437319
20771.64,1706897222,9677,8281,5231485,77811.34,PHONE,Order,Order,HNKFAI9VE2,-6.921715,112.054703
28511.94,1699073165,4090,7840,1980441,45296.38,POS,On-Site,Purchase,EKCZSH8MA5,41.42861,19.59306
23584.71,1695922003,6604,5862,7475943,760.63,POS,App,Subscription,RWUDGJ6LC3,32.23647,35.38711
67452.4,1696357576,5912,3972,5752458,26308.66,ATM,ECOM,Purchase,HNKFAI9VE2,13.5733993,-8.0328815
76669.2,1694877693,296,5358,1028125,48438.32,POS,On-Site,Subscription,HNKFAI9VE2,33.76,-84.39
37940.35,1700002479,5106,4894,8973846,72690.42,POS,App,Subscription,HNKFAI9VE2,43.0052216,71.513917
25199.27,1711864992,9030,2619,173952,65038.89,ATM,App,Payment Withdrawal,OTYJVD5UH6,10.6559243,107.2370874
25775.79,1695296015,1654,3227,1145185,91443.24,ECOM,On-Site,Order,PMXLSZ4QR1,32.197328,117.210612
70646.52,1704845056,4416,8238,4188864,6283.06,PHONE,ECOM,Order,RWUDGJ6LC3,-8.1814,113.6917
56107.56,1681697643,7041,7594,3718797,90409.57,POS,Website,Purchase,OTYJVD5UH6,45.3934915,42.5902261
31867.44,1698708287,4710,1628,8294663,90579.83,MOBILE,On-Site,Order,PMXLSZ4QR1,50.2582813,137.8012939
66666.86,1706455637,4954,6155,1533372,91515.49,ECOM,On-Site,ECOM,OTYJVD5UH6,51.7419091,111.9603596
40750.22,1712094068,7302,7397,4726654,40722.88,POS,Website,Purchase,HNKFAI9VE2,-7.150975,110.1402594
19266.22,1711570089,7187,1967,4466346,52037.19,PHONE,App,Order,XYBTQO2NP7,52.9718428,63.1128326
58707.67,1706782024,2405,9465,4295645,42391.27,ECOM,Order,Order,RWUDGJ6LC3,43.7974664,15.6421092
24730.67,1689870715,3258,7053,5537335,75134.5,WEB,Order,Purchase,PMXLSZ4QR1,-10.9207843,-76.0594972
75702.87,1700962729,6253,6318,8572220,19320.53,POS,ECOM,Subscription,RWUDGJ6LC3,35.8659607,14.5139265
13701.25,1697279339,4,9710,344061,56338.67,ATM,Website,Order,RWUDGJ6LC3,36.77549,119.219734
68423.84,1680845417,7412,8662,1966276,96487.19,MOBILE,App,Subscription,OTYJVD5UH6,-10.32553,-76.087997
4750.78,1691460279,4,9877,603125,60282.47,WEB,App,Subscription,EKCZSH8MA5,10.4320215,-61.4493842
54526.86,1696643945,5573,4017,4131557,37391.07,POS,Order,Subscription,PMXLSZ4QR1,43.952499,4.804022
56172.02,1702090970,5832,7288,409302,77193.43,WEB,Website,Purchase,HNKFAI9VE2,6.1639689,125.1144397
4275.49,1696633059,7822,6361,163528,43500.23,ATM,ECOM,Purchase,PMXLSZ4QR1,39.0427392,65.5826679
84767.95,1688520343,8209,2889,7286329,56993.5,ATM,Order,Purchase,XYBTQO2NP7,6.9097671,0.6298922
70087.78,1706621787,6237,8492,6931051,36819.76,PHONE,App,ECOM,EKCZSH8MA5,41.3602921,-8.7192157
67965.04,1702909615,5782,5732,1856879,65256.44,PHONE,App,Payment Withdrawal,OTYJVD5UH6,-29.7569364,-51.8311441
40981.38,1686358680,2827,7302,4604767,39238.69,WEB,Order,ECOM,PMXLSZ4QR1,8.606157,-79.8884819
63579.51,1681547851,5493,9841,8650815,53975.61,MOBILE,Order,ECOM,XYBTQO2NP7,59.6185698,54.3310196
3538.66,1687143431,1910,795,2260901,16795.92,ATM,ECOM,Purchase,HNKFAI9VE2,4.566637,-75.75012
84851.3,1686976347,8230,689,2083922,95721.56,ECOM,Order,Subscription,RWUDGJ6LC3,-0.6004131,100.6534443
18911.38,1703719869,8266,624,359272,34335.54,WEB,App,Order,XYBTQO2NP7,18.9436472,-69.7912411
24011.46,1687625943,9011,8091,8897336,24065.82,POS,On-Site,Subscription,PMXLSZ4QR1,37.1306168,-7.650062
94806.38,1695245841,5417,9721,7653236,94601.58,WEB,Website,Purchase,HNKFAI9VE2,50.7925769,6.1597163
40485.52,1684318172,572,1064,9762427,29330.4,WEB,On-Site,Subscription,EKCZSH8MA5,17.5899708,120.4017314
49843.07,1705888365,186,8754,1991876,72876.25,MOBILE,ECOM,ECOM,RWUDGJ6LC3,48.9181905,33.3541538
60615.35,1712267903,3464,9365,8693258,77876.47,ECOM,App,Purchase,OTYJVD5UH6,17.057356,-89.151003
25891.06,1696884882,4756,234,9945067,53759.65,MOBILE,Website,Purchase,PMXLSZ4QR1,59.3119146,50.8076496
68775.56,1709089463,2247,8099,24749,32695.45,PHONE,On-Site,Subscription,HNKFAI9VE2,34.295348,119.119278
40677.01,1680851633,5154,9162,8162478,68463.2,ECOM,Website,Order,EKCZSH8MA5,33.347316,120.16366
90817.83,1686484061,1149,6739,7815994,88705.67,POS,Website,Order,EKCZSH8MA5,-17.3652664,30.1935663
51733.22,1697960853,4761,2172,8170568,5469.92,PHONE,Order,Order,HNKFAI9VE2,49.896113,19.665565
20839.03,1699340009,4066,5196,6700494,1304.28,ECOM,App,Payment Withdrawal,XYBTQO2NP7,52.3576375,4.7901227
92189.28,1704582467,6506,6186,1572423,8329.6,ATM,ECOM,Subscription,HNKFAI9VE2,40.5944059,-74.0711359
91557.96,1688104321,7389,5974,3435095,4095.74,ECOM,App,Payment Withdrawal,PMXLSZ4QR1,26.641315,100.222545
70166.19,1684407208,6913,3384,4126901,52177.08,POS,Order,Purchase,RWUDGJ6LC3,-8.0664795,-34.8843973
69422.21,1684101903,5056,8892,8822590,73052.3,ECOM,Order,Order,XYBTQO2NP7,-7.40772,112.5349392
43187.57,1711931009,9778,8359,3720339,78937.78,ECOM,Order,Payment Withdrawal,EKCZSH8MA5,-7.605833,110.7584366
78820.91,1698843106,8665,5282,557305,94684.39,ATM,Website,Purchase,HNKFAI9VE2,49.9890993,18.5699721
92481.39,1708053592,7841,4918,2577391,6128.93,PHONE,On-Site,ECOM,OTYJVD5UH6,42.0764229,20.3413074
67339.15,1708282509,7046,794,4905999,39658.84,PHONE,On-Site,Payment Withdrawal,RWUDGJ6LC3,45.2879358,-72.1547927
14506.46,1692770821,4134,6206,1179772,99804.47,PHONE,Order,ECOM,XYBTQO2NP7,36.4109466,128.1590828
10866.29,1685295607,3167,1922,5825341,36513.63,POS,On-Site,Purchase,RWUDGJ6LC3,35.91784,64.7755147
57833.86,1693147742,6369,7112,6372300,88086.69,MOBILE,Order,ECOM,RWUDGJ6LC3,49.7517708,17.919916
84945.32,1681947043,6365,1594,82029,60125.24,ECOM,Website,Order,XYBTQO2NP7,45.88948,126.587709
27621.1,1683971288,8245,8382,7810739,4287.93,ATM,App,Payment Withdrawal,XYBTQO2NP7,59.4030805,17.8325915
1729.31,1688174772,9568,5790,1085486,26691.04,PHONE,ECOM,ECOM,OTYJVD5UH6,53.3201497,-6.2890702
86556.52,1688433478,2201,1212,2111381,84779.45,POS,App,Subscription,PMXLSZ4QR1,25.941937,117.365052
80858,1682875290,9201,6892,4692242,84108.13,ECOM,App,ECOM,PMXLSZ4QR1,-6.147133,106.6232359
6727.77,1683880061,8338,9608,9173680,98381.22,MOBILE,ECOM,Payment Withdrawal,RWUDGJ6LC3,13.4124777,121.1790492
62433.74,1687291398,8719,7131,7526092,93730.82,WEB,On-Site,ECOM,XYBTQO2NP7,5.827963,121.160161
40902.06,1687738166,5145,6024,4764329,2539.65,ATM,ECOM,Subscription,RWUDGJ6LC3,56.7115456,16.3569786
51459.06,1707658822,5823,2295,9681255,29063.1,PHONE,On-Site,Purchase,OTYJVD5UH6,45.922009,6.1266746
91769.72,1687115144,7043,3234,5382035,56022.92,WEB,Website,Purchase,PMXLSZ4QR1,61.0678389,22.5515075
50178.25,1701955687,3916,9624,7091353,50890.12,WEB,App,Purchase,PMXLSZ4QR1,-7.5450262,111.6556388
94445.96,1700678774,4008,2441,5669471,86106.96,PHONE,Website,Order,RWUDGJ6LC3,29.742172,103.583042
92930.77,1698499086,8446,50,1890077,3488.99,ECOM,On-Site,Purchase,XYBTQO2NP7,39.907483,116.442259
15555,1680845497,5578,451,2020639,79493.32,ECOM,ECOM,Order,EKCZSH8MA5,14.7938922,120.953604
57412.33,1698517341,9644,1821,1231777,54567.64,WEB,Website,Payment Withdrawal,XYBTQO2NP7,30.167585,120.234391
75625.29,1695764610,1018,8410,5030475,92741.38,POS,App,Purchase,XYBTQO2NP7,50.2837307,2.7425682
80173.24,1704261210,4624,8509,2521969,78316.22,ATM,ECOM,Order,OTYJVD5UH6,22.781631,108.273158
92643.38,1687355682,9050,6588,8382824,60364.92,WEB,Website,Purchase,HNKFAI9VE2,-9.591725,124.4530968
89181.31,1686737191,6929,8366,3180694,95741.03,ECOM,On-Site,Subscription,EKCZSH8MA5,40.833907,19.5538336
53548.86,1710770069,2424,2648,9008643,87188.32,POS,ECOM,Purchase,HNKFAI9VE2,51.8204945,68.3636926
35081.48,1684721073,2860,1858,2337702,58691.76,PHONE,ECOM,ECOM,EKCZSH8MA5,39.6611469,20.1789757
39433.59,1696064921,2571,6296,618511,48229.65,ATM,Order,Purchase,XYBTQO2NP7,39.5779145,48.9718588
71810.45,1688538538,393,5583,6974194,33752.35,ATM,App,Purchase,HNKFAI9VE2,27.622768,113.854556
32564.74,1706363587,3172,6393,4407765,54233.74,ECOM,On-Site,ECOM,OTYJVD5UH6,13.5924758,100.1031202
92533.41,1697285032,4098,3334,7261969,68086.38,ECOM,ECOM,Order,OTYJVD5UH6,49.5508417,23.1084348
28551.36,1695826489,8305,9918,6113465,91146.49,POS,App,Order,HNKFAI9VE2,58.251749,57.612388
87033.93,1692076884,5188,3430,2880437,5660.79,PHONE,App,Order,HNKFAI9VE2,14.2345436,121.0929584
99045.08,1690420381,1696,8662,1757603,19494.42,MOBILE,On-Site,Payment Withdrawal,EKCZSH8MA5,28.438851,120.564983
6550.22,1681291230,9734,460,730881,86780.3,WEB,On-Site,Order,PMXLSZ4QR1,40.7512099,23.0695911
45347.95,1684324557,9867,4586,26216,53395.82,MOBILE,Website,Subscription,EKCZSH8MA5,39.6545102,-7.6712121
51268.72,1701164225,7641,4343,4939306,60051,POS,On-Site,ECOM,OTYJVD5UH6,32.0948805,-6.6037016
7606.09,1697327006,2712,4223,6869927,96114.23,PHONE,Website,Payment Withdrawal,OTYJVD5UH6,60.722442,114.8315052
64522.16,1705486120,6841,1710,916781,39413.67,PHONE,Website,Subscription,EKCZSH8MA5,-8.4181686,118.2818967
14764.9,1684973680,9328,7703,2902506,44963.69,ATM,App,Payment Withdrawal,EKCZSH8MA5,6.10376,124.405998
17267.54,1686269276,7463,7344,2325529,16179.17,POS,Website,Order,XYBTQO2NP7,6.1307505,-75.6033497
95307.58,1685662970,7094,3344,6163394,90494.62,ECOM,App,Order,PMXLSZ4QR1,33.423008,102.283399
81011.39,1683320411,8700,4904,6101744,62475.18,POS,App,Subscription,OTYJVD5UH6,52.9718428,63.1128326
45563.45,1689697321,98,5938,3250146,90432.31,MOBILE,App,ECOM,EKCZSH8MA5,7.6,-80.733333
17998.98,1707367119,113,3057,7154707,89158.38,POS,On-Site,Subscription,XYBTQO2NP7,-8.928324,-76.1116997
81523.21,1692931473,9182,9724,3558989,42592.2,ATM,Order,Order,OTYJVD5UH6,-10.6527113,123.2307067
92982.68,1700917804,1814,1779,8378679,18469.5,WEB,Website,ECOM,XYBTQO2NP7,49.3580116,23.5123193
19252.57,1688985067,8807,3124,3188074,70417.73,ECOM,App,Purchase,HNKFAI9VE2,6.1307505,-75.6033497
3073.22,1690289015,9105,9939,2814605,97505.74,PHONE,ECOM,Order,PMXLSZ4QR1,17.0516148,-13.9114989
63959.33,1683225258,5859,5670,468346,93690.46,POS,On-Site,Order,HNKFAI9VE2,31.871173,121.181615
20051.21,1707313377,6661,9479,8948761,57902.01,WEB,ECOM,Order,HNKFAI9VE2,50.3575196,21.5421579
29989.2,1709732826,5666,377,4881752,75211.64,ATM,ECOM,Subscription,PMXLSZ4QR1,8.972681,125.408732
70120.43,1681779140,3618,8297,9836580,45492.94,ATM,On-Site,Purchase,XYBTQO2NP7,-3.2898398,29.6499162
25387.42,1686409170,6375,1182,862420,73217.51,PHONE,Website,Purchase,XYBTQO2NP7,6.1514423,-5.9515399
40211.01,1689694108,2247,9004,5643900,27020.49,WEB,App,Subscription,HNKFAI9VE2,47.3411618,0.723116
49723.57,1689829518,4698,4789,3331225,57491.42,WEB,App,Order,HNKFAI9VE2,40.5854016,43.9362677
7963.01,1684558875,26,2357,7110648,54430.78,WEB,On-Site,Payment Withdrawal,OTYJVD5UH6,-29.1556093,-51.1787796
80244.44,1683590317,8862,3228,689192,65765.99,ATM,Website,Subscription,HNKFAI9VE2,49.6439444,30.7841246
57785.07,1688121226,3824,3981,595601,79629.05,ECOM,Order,Subscription,EKCZSH8MA5,32.320332,116.557208
11972.23,1707263334,6635,6609,2021435,19043.29,POS,App,ECOM,PMXLSZ4QR1,-32.968211,-60.6752261
19213.02,1682143722,1874,301,2317821,43116.54,POS,App,ECOM,EKCZSH8MA5,-23.3058194,-47.1367011
21226.88,1692674248,1895,4026,7199967,93340.21,POS,Website,Payment Withdrawal,EKCZSH8MA5,40.1572681,-8.1106277
68556.2,1685763517,5825,1330,1026902,22483.76,MOBILE,Order,ECOM,RWUDGJ6LC3,3.1523104,101.7178316
7886.66,1682277303,3171,23,7052152,71339.66,WEB,ECOM,Order,XYBTQO2NP7,49.7582153,21.3418674
86258.37,1685895531,9157,7488,5114357,48023.63,POS,On-Site,Purchase,HNKFAI9VE2,46.5980836,15.1657237
60061.77,1709709989,6784,9253,6941536,78392.67,PHONE,ECOM,Subscription,OTYJVD5UH6,51.5004971,4.2864439
3390.76,1704328831,3829,1907,4035692,72662.07,ATM,Website,Subscription,OTYJVD5UH6,56.2620262,15.6049677
21473.71,1684344952,9211,4662,7445149,22705.36,PHONE,ECOM,Order,PMXLSZ4QR1,18.507532,-69.8492398
43394.15,1711523870,4569,1865,9389910,62621.54,POS,Website,ECOM,EKCZSH8MA5,9.338682,123.291063
55942.59,1696297270,4090,4153,3374107,59418.81,WEB,On-Site,Payment Withdrawal,EKCZSH8MA5,51.962948,-1.875716
88393.85,1706636798,906,700,2120953,16738.24,MOBILE,Order,ECOM,PMXLSZ4QR1,11.4025367,16.1713267
90510.45,1685972286,669,8560,4537004,96559.97,ATM,On-Site,Purchase,EKCZSH8MA5,44.142359,87.592379
56247.23,1684155259,1130,8845,9309489,47343.81,ECOM,App,ECOM,XYBTQO2NP7,34.5000218,135.6006995
93617.8,1702030509,1503,1339,8623493,96179.74,ATM,On-Site,Order,RWUDGJ6LC3,32.197328,117.210612
95386.26,1704279764,8535,9892,2890665,16623.14,WEB,App,Order,PMXLSZ4QR1,3.2987908,101.7409946
37390.53,1682182110,3421,5655,6134805,72153.74,WEB,ECOM,Purchase,PMXLSZ4QR1,5.153793,-75.03631
55386.86,1711644936,5687,44,3127116,57858.86,PHONE,ECOM,Payment Withdrawal,OTYJVD5UH6,-3.4816267,-80.2453748
30467.41,1696680026,6668,6058,2928357,88049.69,ECOM,Website,Order,HNKFAI9VE2,59.3961735,27.7619842
21974.27,1691098701,1436,4756,7268877,69058.21,WEB,App,Order,HNKFAI9VE2,55.3851413,39.0323223
40807.31,1698450843,3520,614,1493097,48125.22,POS,ECOM,Purchase,PMXLSZ4QR1,9.8996343,124.2844697
55138.22,1712105619,2605,9620,8508380,8260.2,PHONE,On-Site,Payment Withdrawal,RWUDGJ6LC3,-26.1353484,28.2949405
86121.34,1698559588,4732,9278,1467770,97574.52,POS,App,Purchase,RWUDGJ6LC3,-30.5652911,17.9904127
82470.7,1703286795,436,6511,8453611,27831.09,WEB,On-Site,Purchase,PMXLSZ4QR1,23.63841,115.182134
27106.59,1686409940,6566,9010,8096920,23286.21,ECOM,Website,ECOM,XYBTQO2NP7,28.2412186,112.9513185
82832.66,1683661885,6860,2783,4050897,46750.33,MOBILE,App,Order,EKCZSH8MA5,45.3180513,42.846668
35110.1,1685019244,5366,7900,9803386,62112.26,ATM,ECOM,Subscription,PMXLSZ4QR1,32.7481978,35.3438402
2044.32,1685868972,636,7715,2060612,67743.17,WEB,On-Site,ECOM,HNKFAI9VE2,50.40008,-113.25189
87789.49,1694720766,6072,4591,4083309,60494.73,MOBILE,ECOM,Order,XYBTQO2NP7,46.013979,83.663731
44574.51,1703486278,4,4211,4551916,1051.07,ATM,ECOM,Order,OTYJVD5UH6,49.0338988,17.3406456
31487.86,1701611137,802,6448,7419171,34833.75,ATM,Order,Subscription,HNKFAI9VE2,38.9374004,-9.252733
72243.7,1698739991,5895,7738,6702807,78300.69,PHONE,Order,Subscription,RWUDGJ6LC3,38.259679,113.993296
30415.36,1703420343,2435,1921,8558816,26425.38,MOBILE,Website,Purchase,HNKFAI9VE2,29.222446,94.067389
32752.38,1690798835,5137,5760,2894604,99674.72,ATM,On-Site,Purchase,HNKFAI9VE2,24.724853,118.489851
22528.95,1700162917,909,5560,7717376,80805.35,WEB,On-Site,Purchase,RWUDGJ6LC3,45.521519,3.5276642
86103.33,1696720492,9651,6588,8079287,71745.27,ECOM,ECOM,Payment Withdrawal,XYBTQO2NP7,53.9559626,38.2899306
33257.31,1708062761,9148,1599,4417023,76977.16,MOBILE,App,Subscription,EKCZSH8MA5,7.0036001,122.0927415
17494.68,1711587433,4154,6674,2596049,70091.84,PHONE,Website,Payment Withdrawal,RWUDGJ6LC3,38.7960995,-9.1540186
15302.11,1703558998,7861,2828,2993795,30089.05,PHONE,App,Payment Withdrawal,HNKFAI9VE2,32.755613,22.6377432
62373.92,1691665811,9373,4708,8574367,91271.21,POS,App,ECOM,PMXLSZ4QR1,48.989038,2.513543
76896.04,1685368391,8215,1535,3419914,48397.08,ECOM,Order,Purchase,HNKFAI9VE2,53.532995,57.5184732
10072.07,1680913586,4828,578,9057020,64799.05,ATM,ECOM,Subscription,HNKFAI9VE2,5.3956496,26.4916731
74726.01,1688768969,7139,5872,7951182,44785.31,PHONE,ECOM,Payment Withdrawal,RWUDGJ6LC3,-4.50345,37.9122236
70131.32,1684176647,4,8756,5736253,13164.98,PHONE,ECOM,Payment Withdrawal,XYBTQO2NP7,59.362,143.21468
58698.34,1687615718,1423,3151,2856883,40654.97,WEB,Website,Payment Withdrawal,OTYJVD5UH6,-38.1854517,175.2102748
75596.42,1691457394,1619,8178,9443610,35754.05,MOBILE,Order,Purchase,EKCZSH8MA5,17.9618459,-76.5228101
78460.5,1694702452,2167,7769,6142290,96540.27,MOBILE,Website,Order,RWUDGJ6LC3,12.6661944,108.0382475
58885,1689444867,2106,3796,6415381,5401.99,ECOM,On-Site,Subscription,EKCZSH8MA5,14.6052661,121.1206771
1800.63,1701500682,7363,4969,7572953,25480.75,POS,ECOM,Purchase,OTYJVD5UH6,-19.8852788,-43.6644238
20056.5,1700691252,2251,175,2671312,98727.83,ECOM,App,ECOM,HNKFAI9VE2,58.6701908,13.8508024
33310.72,1701674490,5852,1827,5889385,55707.12,POS,App,Purchase,OTYJVD5UH6,30.630173,120.565098
39589.75,1699399257,5111,632,5519971,86692.1,PHONE,Order,Subscription,PMXLSZ4QR1,10.7900517,106.6281901
46118.38,1707302550,1017,9843,3578584,36738.36,ECOM,App,Payment Withdrawal,XYBTQO2NP7,56.0956089,27.532459
57568.1,1706769691,8766,4750,6135309,53808.09,POS,Website,ECOM,RWUDGJ6LC3,51.6083,38.9102
91762.75,1711768954,1025,1959,9961255,3447.03,WEB,Order,Order,PMXLSZ4QR1,13.4253347,123.2648166
86181.35,1697048228,4563,9284,1478733,27577.78,MOBILE,Website,Purchase,RWUDGJ6LC3,45.360768,128.219871
30930.57,1683717144,6006,9805,4054794,16947.76,ATM,ECOM,Order,HNKFAI9VE2,22.9702067,-82.3858672
47450.83,1702498182,3794,4613,1411253,1443.38,POS,On-Site,Purchase,OTYJVD5UH6,23.1197573,113.3053411
71301.78,1702673467,6659,8687,2897832,21806.79,WEB,App,Payment Withdrawal,EKCZSH8MA5,13.4841015,-88.4670322
31306.57,1704068830,7362,663,5977720,93283.74,MOBILE,ECOM,Purchase,PMXLSZ4QR1,-8.2919428,123.2254725
44493.85,1699443284,6336,3992,1324091,13038.34,ATM,Website,Subscription,XYBTQO2NP7,37.185925,122.255334
79692.89,1702893513,6816,3442,5711434,50380.8,POS,App,ECOM,HNKFAI9VE2,50.6417502,21.9038087
46838.97,1682043240,764,5661,2699211,18680.63,ECOM,ECOM,Payment Withdrawal,OTYJVD5UH6,-6.267562,106.6143944
4466.4,1703622372,5204,4899,6042828,89075.68,ECOM,Order,Subscription,XYBTQO2NP7,56.0711371,89.0001154
82425.32,1685729390,76,7343,9601762,64730.44,WEB,App,ECOM,XYBTQO2NP7,42.1414947,21.6949963
2793.61,1689596732,262,3989,2271878,78202.36,POS,ECOM,Purchase,HNKFAI9VE2,22.75839,108.487368
84970.87,1706369304,2309,6914,4116795,14078.61,PHONE,ECOM,Purchase,EKCZSH8MA5,33.4658131,-112.0244867
98893.05,1689145743,26,9568,962357,57097.65,MOBILE,ECOM,Subscription,XYBTQO2NP7,13.1314524,102.2104821
36703.7,1703691291,3950,5249,4481607,90333.83,WEB,On-Site,Purchase,OTYJVD5UH6,58.6144923,16.1378776
52198.06,1707317893,6402,2068,6672175,50486.35,POS,Order,Subscription,HNKFAI9VE2,31.031933,119.659553
47691.88,1694149329,8064,3252,7296936,72577.83,ECOM,Website,Purchase,PMXLSZ4QR1,39.4721645,-8.5034561
61393.31,1707266784,7656,1371,4326867,53499.87,POS,ECOM,Subscription,HNKFAI9VE2,-11.9796093,-77.0698281
54497.69,1711566683,9350,8445,8959460,83284.19,MOBILE,On-Site,ECOM,EKCZSH8MA5,49.5562052,6.2862731
95502.73,1709655616,1132,6303,6028284,85044.32,ATM,Order,Payment Withdrawal,PMXLSZ4QR1,41.5823573,-8.4638232
